c1,c2,c3,c4,c5,c6,c7,c8,c9
5,16,95,1,1,2,1,5,0
5,16,95,1,2,2,1,5,0
5,16,95,1,2,17,1,5,0
5,16,95,1,6,4,1,5,0
5,16,95,1,2,13,1,5,0
5,16,209,1,2,4,8,5,0
5,16,4,1,3,15,2,6,1
5,16,4,1,3,3,2,6,1
5,16,160,1,3,1,11,6,0
5,16,4,1,7,21,2,5,1
5,16,104,1,2,4,3,5,0
5,16,138,1,3,1,1,6,0
5,16,138,1,3,1,1,6,0
5,16,113,1,6,4,28,13,0
5,16,113,1,9,4,176,13,1
5,16,113,1,9,17,176,13,1
5,16,200,1,3,14,1,6,0
5,16,200,1,3,15,1,6,0
5,16,104,1,2,3,3,6,0
5,16,104,1,2,3,3,5,0
5,16,104,1,2,3,3,5,0
5,16,104,1,2,2,3,5,0
5,16,95,1,3,17,1,6,0
5,16,147,1,4,3,7,5,0
5,16,4,0,9,3,2,13,0
5,16,4,1,3,20,2,6,0
5,16,4,1,2,2,2,5,0
5,16,153,1,6,4,1,5,0
5,17,60,1,3,14,1,6,0
5,17,123,1,5,2,237,5,1
5,17,95,1,3,14,1,6,0
5,17,95,1,3,3,1,6,0
5,17,95,1,3,4,1,6,0
5,17,95,1,3,20,1,6,0
5,17,95,1,3,3,1,6,0
5,17,95,1,2,2,1,5,0
5,17,95,1,2,2,1,5,0
5,17,95,1,2,17,1,5,0
5,17,60,1,2,3,1,5,0
5,17,228,1,2,4,13,5,0
5,17,228,1,3,14,47,6,0
5,17,37,1,6,1,7,6,0
5,17,200,1,9,4,54,13,0
5,17,4,1,3,20,2,6,0
5,17,4,0,3,20,1,6,0
5,17,4,0,3,20,1,6,0
5,17,4,0,3,20,1,6,0
5,17,92,1,6,14,52,5,0
5,17,37,1,2,3,7,5,0
5,17,153,1,2,3,1,5,0
5,17,95,1,3,4,1,6,0
5,17,4,1,3,3,1,6,0
5,17,147,1,2,4,7,5,0
5,17,147,1,2,14,7,5,0
5,17,147,1,2,14,7,6,0
5,17,94,0,1,2,1,5,0
5,17,4,1,2,2,2,5,0
5,17,4,1,3,4,2,6,1
5,17,153,1,6,4,1,5,0
5,17,214,1,2,4,62,6,1
5,18,147,1,3,14,7,6,0
5,18,205,1,3,4,1,6,0
5,18,113,0,3,20,1,6,0
5,18,113,1,6,2,176,6,1
5,18,4,1,3,2,1,6,0
5,18,153,1,3,19,42,6,1
5,18,182,1,3,4,3,6,0
5,18,4,1,3,14,2,6,0
5,18,4,1,3,14,2,6,0
5,18,153,1,3,3,10,6,1
5,18,153,1,3,4,10,6,1
5,18,153,0,3,20,1,6,0
5,18,95,1,3,4,1,6,0
5,19,95,1,3,19,1,6,0
5,18,95,1,3,3,1,6,0
5,18,95,1,3,14,1,6,0
5,18,95,1,3,14,4,6,1
5,18,95,1,3,4,1,6,0
5,18,95,1,3,2,1,6,0
5,18,95,1,3,21,1,6,0
5,18,95,1,3,21,1,6,0
5,17,4,1,3,14,2,6,0
5,17,95,1,2,2,1,5,0
5,18,95,1,2,4,1,5,0
5,19,95,1,2,4,4,5,1
5,18,160,1,6,2,11,5,0
5,18,92,1,3,14,1,6,0
5,18,153,0,3,20,1,6,0
5,18,92,0,3,4,1,6,0
5,18,92,0,3,4,12,6,0
5,18,113,1,3,17,176,6,0
5,18,113,1,6,2,1,13,0
5,18,92,0,3,4,1,6,0
5,18,4,1,9,3,2,13,1
5,18,214,1,7,21,1,5,0
5,18,153,1,6,14,1,5,0
5,18,4,1,9,2,2,13,0
5,18,4,1,3,20,2,6,0
5,17,138,1,2,3,664,5,0
5,18,205,1,2,3,1,5,0
5,18,205,1,7,21,1,8,0
5,18,95,1,3,14,1,6,0
5,18,95,1,3,4,1,6,0
5,18,95,1,2,3,1,5,0
5,18,95,1,6,14,1,5,0
5,18,147,1,3,1,73,6,1
5,16,19,1,3,20,1,6,0
5,18,4,1,3,4,2,6,1
5,18,110,1,3,14,1,6,0
5,18,95,1,3,14,1,6,0
5,18,95,1,3,14,1,6,0
5,18,95,1,3,14,1,6,0
5,18,95,1,3,14,1,6,0
5,18,95,1,3,14,1,6,0
5,18,138,1,6,1,1613,13,1
5,18,214,1,2,4,310,6,0
5,18,214,1,9,4,26,13,0
5,18,214,1,9,4,26,13,0
5,18,214,1,9,4,26,13,0
5,18,214,1,9,4,26,13,0
5,18,14,1,7,14,122,8,1
5,18,14,1,7,14,122,8,1
5,19,228,1,2,1,1,5,0
5,19,104,1,2,14,3,5,1
5,18,205,1,3,4,1,6,0
5,19,205,1,3,3,1,6,0
5,19,205,1,3,4,1,6,0
5,19,113,1,3,2,1,6,0
5,19,113,1,3,6,28,6,0
5,19,110,0,1,22,1,6,0
5,19,4,1,3,4,2,6,0
5,19,153,1,6,18,10,5,1
5,19,182,0,1,2,3,6,0
5,19,182,0,1,2,3,6,0
5,19,182,1,1,2,3,6,0
5,19,228,1,9,4,13,13,0
5,19,95,1,3,14,1,6,0
5,19,95,1,3,3,1,6,0
5,19,95,1,3,14,1,6,0
5,19,60,1,3,14,1,6,0
5,19,60,1,2,3,1,5,0
5,19,60,1,2,3,1,5,0
5,19,95,1,2,17,1,5,0
5,19,95,1,2,2,1,5,0
5,19,160,1,7,1,11,13,1
5,19,160,1,7,1,11,8,1
5,19,205,1,2,4,1,5,0
5,19,200,1,3,20,1,6,0
5,19,200,1,3,14,1,6,0
5,19,153,0,3,2,1,6,0
5,19,160,1,3,4,11,6,0
5,19,6,1,2,4,1,5,0
5,19,60,1,3,8,1,6,0
5,19,167,1,3,1,1,6,0
5,19,214,1,7,1,1,5,0
5,19,182,1,9,4,3,13,0
5,19,182,1,3,14,1,6,0
5,19,182,1,3,2,1,6,0
5,19,4,1,3,3,2,6,1
5,19,153,1,1,15,1,5,0
5,19,214,1,3,4,26,6,0
5,19,153,1,2,15,1,5,0
5,19,153,1,2,1,1,5,0
5,19,153,1,2,14,1,5,0
5,19,4,1,3,4,2,6,1
5,19,147,0,3,20,1,6,0
5,19,153,1,2,15,1,5,0
5,19,113,1,6,8,1606,13,1
5,19,214,1,2,4,26,5,0
5,19,97,0,3,20,1,6,0
5,19,95,1,3,8,1,6,0
5,19,95,1,3,8,1,6,0
5,19,95,1,3,8,1,6,0
5,19,147,1,2,14,43,5,0
5,19,147,1,2,14,43,5,0
5,20,104,1,3,15,3,6,0
5,20,113,1,2,1,28,5,0
5,20,113,1,3,14,1,6,0
5,20,45,0,3,20,5,6,0
5,20,153,1,3,19,472,6,1
5,20,182,1,9,4,3,13,0
5,20,182,1,6,4,3,9,0
5,20,153,1,3,19,1,6,0
5,20,153,1,3,19,1,6,0
5,20,228,0,3,20,1,6,0
5,20,113,1,6,1,1,5,0
5,19,95,1,3,3,1,6,0
5,20,228,1,2,4,47,5,1
5,20,60,1,3,21,1,6,0
5,20,95,1,3,14,4,6,1
5,20,95,1,3,4,1,6,0
5,20,95,1,3,2,1,6,0
5,20,95,1,3,4,1,6,0
5,20,95,1,3,14,1,6,0
5,20,160,1,2,3,11,6,0
5,20,153,1,3,14,1,6,0
5,20,4,1,3,16,2,6,1
5,20,4,1,6,3,2,5,1
5,20,153,1,2,15,1,5,0
5,20,95,1,3,20,1,6,0
5,20,95,1,3,3,4,6,1
5,20,205,1,3,3,1,6,0
5,20,95,0,1,2,1,6,0
5,20,95,0,3,4,1,6,0
5,20,95,1,2,4,4,5,1
5,20,95,1,2,14,1,5,0
5,20,153,1,3,8,1,6,0
5,20,19,1,1,2,226,6,0
5,20,153,1,3,3,1,6,0
5,20,92,0,3,3,59,6,0
5,20,153,1,2,14,1,5,0
5,20,4,1,3,4,2,6,1
5,20,147,1,3,14,7,6,0
5,20,147,1,3,14,7,6,0
5,20,147,1,2,14,7,5,0
5,20,110,1,2,4,1,6,0
5,20,153,1,3,1,1,6,0
5,20,160,1,1,2,1,5,0
5,19,160,1,2,2,1,5,0
5,20,92,1,7,1,138,8,1
5,20,4,1,2,4,1,5,0
5,20,4,1,2,2,1,5,0
5,20,153,1,2,15,1,9,0
5,21,45,0,3,21,5,6,0
5,21,45,1,2,3,230,5,0
5,21,113,1,3,14,1,6,0
5,21,113,0,1,4,1,5,0
5,21,153,1,2,8,80,5,1
5,21,153,1,3,4,80,6,1
5,21,153,1,3,21,42,6,1
5,21,153,1,3,4,190,6,1
5,21,153,1,3,4,10,6,0
5,21,113,1,9,4,1,13,0
5,21,4,1,9,3,2,13,1
5,22,182,1,1,2,3,5,0
5,21,228,1,1,2,13,5,0
5,21,214,0,2,4,1,5,0
5,21,228,1,9,2,1,13,0
5,21,205,1,2,2,1,5,0
5,21,60,1,3,3,1,6,0
5,20,4,1,3,2,2,6,1
5,21,95,1,3,19,1,6,0
5,21,160,0,3,4,11,6,0
5,21,95,1,3,4,1,6,0
5,21,95,1,3,3,1,6,0
5,21,95,1,3,3,1,6,0
5,21,95,1,3,4,1,6,0
5,21,95,1,3,14,1,6,0
5,21,95,1,3,1,1,6,0
5,21,95,1,3,14,1,6,0
5,21,205,1,2,2,1,5,0
5,21,155,1,3,4,96,6,1
5,21,155,1,3,4,1,6,0
5,21,95,1,2,2,1,5,0
5,21,228,1,9,4,13,13,0
5,21,160,0,1,2,1,5,0
5,21,4,1,2,3,2,6,1
5,21,153,1,3,21,1,6,0
5,21,153,1,3,21,1,6,0
5,21,153,0,3,21,1,6,0
5,21,209,1,6,14,8,13,0
5,21,4,1,3,2,2,6,1
5,21,4,1,3,19,2,6,0
5,21,4,1,3,14,1,6,0
5,21,4,1,2,3,2,5,0
5,21,4,1,2,3,2,5,0
5,21,4,1,2,3,2,5,0
5,21,4,1,2,3,2,5,0
5,21,4,1,2,4,2,5,1
5,21,147,1,2,14,7,5,0
5,21,147,1,2,14,7,5,0
5,21,147,1,2,14,7,5,0
5,21,95,1,3,17,1,6,0
5,21,95,1,2,2,1,5,0
5,21,95,1,3,14,1,6,0
5,21,4,1,3,4,2,6,1
5,21,92,1,2,4,363,5,0
5,21,214,1,7,2,1,5,0
5,21,153,1,2,4,10,5,0
5,21,153,0,3,21,1,6,0
5,22,228,1,2,2,1,5,0
5,22,228,1,2,4,13,5,0
5,22,104,1,3,3,1,6,0
5,22,153,1,3,1,1,6,0
5,22,200,1,3,2,98,6,0
5,22,113,1,2,14,1,5,0
5,22,113,1,2,4,1,5,0
5,22,182,1,2,4,3,5,0
5,22,44,1,3,14,86,6,0
5,22,214,1,2,4,26,6,1
5,22,214,1,2,4,62,5,0
5,23,228,1,3,4,13,6,0
5,22,228,1,3,15,47,6,0
5,22,228,1,3,14,47,6,0
5,22,228,1,3,14,47,6,0
5,22,228,1,3,14,47,6,0
5,22,228,1,3,14,47,6,0
5,22,228,1,7,21,1,13,0
5,22,228,1,2,4,13,5,0
5,22,205,0,3,4,1,6,0
5,22,95,1,3,1,1,6,0
5,22,95,1,3,14,4,6,1
5,22,95,1,3,14,1,6,0
5,22,95,1,1,3,4,6,1
5,22,95,1,3,20,1,6,0
5,22,228,1,3,17,13,6,0
5,23,208,1,3,4,1,6,0
5,21,4,0,3,2,10,6,1
5,22,160,1,6,14,27,5,0
5,22,95,1,3,3,1,6,0
5,22,95,1,3,3,1,6,0
5,22,95,1,3,3,1,6,0
5,22,95,1,3,3,1,6,0
5,22,95,1,3,3,1,6,0
5,22,95,1,3,3,1,6,0
5,22,95,1,3,3,1,6,0
5,22,95,1,3,3,1,6,0
5,22,95,1,3,3,1,6,0
5,22,95,1,3,3,1,6,0
5,22,95,1,3,3,1,6,0
5,22,95,1,3,3,1,6,0
5,22,95,1,3,3,1,6,0
5,22,95,1,3,3,1,6,0
5,22,95,1,3,3,1,6,0
5,22,95,1,3,3,1,6,0
5,22,95,1,3,3,1,6,0
5,22,95,1,3,3,1,6,0
5,22,95,1,3,3,1,6,0
5,22,95,1,3,3,1,6,0
5,22,95,1,2,4,1,5,0
5,22,95,1,1,3,1,5,0
5,22,95,1,1,8,1,5,0
5,22,209,1,6,1,8,5,0
5,22,95,1,2,3,4,5,0
5,22,95,1,2,2,1,5,0
5,22,153,0,3,21,1,6,0
5,22,4,0,3,20,1,6,0
5,22,160,1,3,4,11,6,1
5,22,60,1,3,20,164,6,0
5,22,60,1,2,3,1,5,0
5,22,160,1,2,4,11,5,0
5,22,19,0,2,22,1,6,0
5,22,147,1,2,14,7,5,0
5,22,147,1,2,14,7,5,0
5,22,95,1,3,14,1,6,0
5,22,95,1,3,3,1,6,0
5,22,92,0,3,4,12,6,0
5,22,95,1,3,3,1,6,0
5,22,95,1,3,14,1,6,0
5,22,214,1,3,19,62,6,0
5,22,228,1,3,14,13,6,0
5,22,603,1,3,2,122,6,1
5,23,4,1,2,7,2,6,0
5,23,4,1,2,7,52,6,0
5,23,153,1,3,8,1,6,0
5,24,153,1,3,17,10,6,1
5,23,4,1,3,20,2,6,1
5,23,182,1,3,3,3,6,0
5,23,182,1,3,4,1,6,0
5,23,113,1,3,14,698,6,0
5,23,113,1,2,15,1,5,0
5,22,4,1,3,4,1,6,0
5,21,4,1,3,1,2,6,0
5,22,153,0,3,20,1,6,0
5,22,182,1,9,4,3,13,0
5,23,95,1,3,3,1,6,0
5,23,228,1,3,15,47,6,0
5,23,95,1,1,3,4,6,1
5,23,95,1,3,3,1,6,0
5,23,95,1,3,4,4,6,1
5,23,95,1,3,3,1,6,0
5,23,95,1,3,14,1,6,0
5,23,95,1,3,14,1,6,0
5,23,95,1,2,3,1,5,0
5,23,95,1,2,4,1,5,0
5,23,95,1,2,3,1,5,0
5,23,95,1,2,3,1,5,0
5,23,95,1,2,3,1,5,0
5,23,95,1,2,17,1,5,0
5,23,113,1,3,17,1,6,0
5,23,160,1,1,10,1,5,0
5,23,44,1,3,3,1,6,0
5,23,44,0,3,3,1,6,0
5,23,44,0,3,3,1,6,0
5,23,44,0,3,3,1,6,0
5,23,44,0,3,1,1,6,0
5,23,160,1,7,1,11,8,0
5,23,160,1,3,3,11,6,0
5,23,60,1,3,15,1,6,0
5,23,60,0,3,15,1,6,0
5,23,60,0,3,20,1,6,0
5,23,205,1,3,4,24,6,0
5,23,160,1,2,2,1,5,0
5,23,214,1,9,4,62,13,1
5,23,195,1,6,14,64,5,0
5,23,60,1,3,21,1,6,0
5,23,92,1,6,2,1579,13,0
5,23,147,1,2,14,7,5,0
5,23,147,1,2,14,7,5,0
5,23,147,1,2,14,7,5,0
5,23,147,1,6,2,7,5,0
5,23,147,1,6,1,7,5,0
5,23,95,1,3,14,1,6,0
5,23,95,0,3,15,1,6,0
5,23,95,1,3,14,1,6,0
5,23,95,1,3,14,1,6,0
5,23,95,1,3,14,1,6,0
5,23,95,1,3,14,1,6,0
5,23,95,1,3,14,1,6,0
5,23,214,1,2,17,562,6,1
5,24,182,1,3,2,3,6,1
5,23,4,1,2,3,2,5,1
5,24,45,1,3,4,5,6,0
5,24,228,1,3,13,13,6,1
5,24,153,1,2,14,80,5,1
5,24,56,1,3,4,3,6,1
5,24,153,1,3,1,190,6,1
5,24,153,1,3,14,190,6,1
5,24,153,1,3,4,10,6,1
5,24,153,1,3,4,701,6,1
5,24,153,1,3,3,1,6,0
5,24,153,0,3,20,1,6,0
5,24,153,1,3,17,1,6,0
5,24,153,1,2,4,1,5,0
5,24,205,1,3,20,1,6,0
5,24,205,1,3,20,1,6,0
5,24,21,1,2,14,19,5,1
5,26,104,1,2,4,3,5,0
5,24,228,1,3,4,13,6,1
5,24,228,1,3,4,13,6,1
5,24,228,1,3,2,13,6,1
5,24,228,1,3,3,13,6,1
5,24,228,1,3,2,13,6,1
5,24,228,1,3,1,13,6,1
5,24,228,1,3,6,13,6,1
5,24,95,1,3,1,1,6,0
5,24,95,1,3,1,4,6,1
5,24,95,1,3,17,1,6,0
5,24,160,1,2,4,11,5,0
5,24,160,0,3,20,11,6,0
5,24,153,1,3,8,1,6,0
5,24,95,1,3,14,1,6,0
5,24,95,1,3,14,1,6,0
5,24,95,1,3,3,1,6,0
5,24,95,1,3,14,1,6,0
5,24,95,1,3,7,1,6,0
5,24,95,1,6,14,1,5,0
5,24,4,1,3,20,2,6,1
5,24,113,1,3,17,1,6,0
5,24,113,1,3,17,1,6,0
5,24,4,1,3,19,2,6,0
5,24,202,1,2,2,1,6,0
5,24,4,1,9,4,1,13,0
5,24,214,1,2,4,1,6,0
5,24,60,1,3,20,84,6,0
5,24,195,1,3,4,159,6,1
5,24,41,1,2,4,183,6,0
5,24,195,1,6,2,64,5,0
5,24,147,1,3,1,1,6,0
5,24,147,1,2,14,7,5,0
5,24,160,1,3,1,1,6,0
5,24,95,1,2,3,1,5,0
5,24,95,1,3,3,1,6,0
5,24,104,1,1,15,1,5,0
5,24,195,1,2,7,71,5,0
5,24,195,1,4,19,64,5,0
5,24,195,1,2,13,64,9,0
5,24,4,1,2,4,1,5,0
5,24,92,1,2,3,138,5,0
5,25,200,1,3,19,54,6,1
5,25,200,1,3,14,54,6,1
5,25,4,1,6,3,1,5,0
5,25,153,1,2,3,187,6,0
5,25,147,1,2,14,7,5,0
5,25,200,1,3,4,54,6,1
5,25,200,1,3,4,54,6,1
5,25,200,1,3,4,54,6,1
5,25,200,1,3,4,54,6,1
5,25,4,1,1,3,2,6,1
5,25,153,1,2,3,1,5,0
5,25,228,1,3,14,1,6,0
5,25,4,1,3,3,2,6,1
5,25,228,1,2,4,13,5,0
5,25,95,1,3,3,1,6,0
5,25,95,1,3,2,1,6,0
5,25,95,1,3,3,1,6,0
5,25,4,1,3,3,2,6,1
5,25,153,1,3,4,10,6,1
5,25,78,1,7,14,1195,5,1
5,25,95,1,3,3,1,6,0
5,25,95,1,3,14,1,6,0
5,25,95,1,3,3,4,6,1
5,25,95,1,3,14,1,6,0
5,25,95,1,3,14,1,6,0
5,25,95,1,2,14,1,5,0
5,25,209,1,3,1,8,6,0
5,25,155,0,3,13,1,6,0
5,25,95,1,2,3,1,5,0
5,25,95,1,3,14,1,6,0
5,25,214,1,7,2,62,5,0
5,24,214,1,1,10,1,6,0
5,25,92,1,2,14,6,9,1
5,25,130,1,6,12,1,8,0
5,25,45,0,3,21,5,6,0
5,25,153,1,3,1,1,6,0
5,25,153,1,3,14,1,6,0
5,25,153,0,3,22,1,6,0
5,25,153,0,6,7,1,13,0
5,25,214,1,6,10,62,13,1
5,25,4,1,3,4,2,6,1
5,25,229,1,2,14,270,8,0
5,25,93,1,3,1,1,6,0
5,25,147,1,2,14,7,5,0
5,25,153,1,2,4,1,5,0
5,25,95,1,3,14,4,6,1
5,25,95,1,3,3,1,6,0
5,25,95,1,3,3,1,6,0
5,25,95,1,2,4,1,5,0
5,25,214,1,2,2,62,5,0
5,25,4,1,3,4,2,6,1
5,26,113,1,1,10,28,5,0
5,26,113,1,3,6,1,6,0
5,26,228,1,6,8,71,13,0
5,26,153,1,3,3,1,6,0
5,26,153,1,2,14,1,5,0
5,26,182,1,3,4,3,6,0
5,25,4,1,3,8,1,6,0
5,26,4,1,3,3,539,6,1
5,26,214,1,6,7,26,5,1
5,26,214,1,2,6,26,6,0
5,26,228,0,3,20,13,6,0
5,26,4,1,3,2,2,6,1
5,26,4,1,3,3,1,6,0
5,26,4,1,7,4,2,8,1
5,26,4,1,9,3,1,13,0
5,26,205,1,2,3,24,5,0
5,26,95,1,3,4,1,6,0
5,26,95,1,2,3,1,5,0
5,26,92,0,3,14,1,6,0
5,26,110,1,3,14,1,6,0
5,26,60,1,2,14,164,5,0
5,26,153,1,2,3,1,6,0
5,26,214,1,2,4,26,5,0
5,25,228,1,1,2,1,13,0
5,26,4,1,3,4,2,6,1
5,28,41,1,9,14,155,13,0
5,26,153,1,3,4,1,6,0
5,26,147,1,2,4,1,5,0
5,26,147,1,2,8,7,5,0
5,26,147,1,2,2,7,5,0
5,26,147,1,2,2,7,5,0
5,26,147,1,2,14,7,5,0
5,26,147,1,2,14,7,5,1
5,26,147,1,2,14,7,5,1
5,26,60,0,3,2,1,6,0
5,26,60,0,3,2,1,6,0
5,26,60,1,3,2,1,6,0
5,26,153,1,2,3,1,6,0
5,26,95,1,3,3,1,6,0
5,26,95,1,3,3,1,6,0
5,26,95,1,3,3,1,6,0
5,26,95,1,3,3,1,6,0
5,26,95,1,3,20,1,6,0
5,26,95,1,3,15,1,6,0
5,26,153,1,2,10,1,8,0
5,26,95,1,3,3,4,6,1
5,26,92,1,2,22,1,5,0
5,26,153,1,3,14,1,6,0
5,29,200,1,6,14,4,13,0
5,26,4,1,2,4,1,5,0
5,26,4,0,3,20,1,6,0
5,26,60,0,7,14,1,8,0
5,26,92,1,2,22,1,6,0
5,27,113,0,1,2,176,6,0
5,27,182,1,2,6,3,5,0
5,27,182,1,2,4,3,5,1
5,27,182,1,9,4,3,13,0
5,27,153,1,3,21,42,6,1
5,27,153,0,3,20,1,6,0
5,26,228,1,6,14,47,5,0
5,27,228,1,3,4,107,6,0
5,27,182,1,9,4,3,13,0
5,26,4,1,3,3,1,6,0
5,27,208,1,2,2,38,5,1
5,27,209,1,6,4,8,5,1
5,27,160,0,3,1,1,6,0
5,27,214,1,6,15,26,13,0
5,27,205,1,3,4,1,6,0
5,27,228,1,9,4,47,13,0
5,27,228,1,9,4,47,13,0
5,27,228,1,9,4,47,13,0
5,27,228,0,3,4,1,6,0
5,27,155,1,3,1,1,6,0
5,27,200,1,3,7,1,6,0
5,27,200,1,6,7,1,5,0
5,27,113,1,2,2,28,5,0
5,27,92,0,3,20,1,6,0
5,27,182,1,2,4,3,5,1
5,27,200,1,3,17,54,6,0
5,27,45,1,2,3,5,5,0
5,27,153,1,3,21,1,6,0
5,27,153,1,3,2,1,6,0
5,27,153,1,2,3,1,5,0
5,27,214,1,7,1,26,8,0
5,27,4,1,1,8,1,5,0
5,27,95,1,3,15,4,6,0
5,27,95,1,3,15,4,6,0
5,27,95,1,3,15,4,6,0
5,27,160,1,1,2,1,5,0
5,27,160,1,1,2,11,5,0
5,26,147,1,2,3,7,5,0
5,26,147,1,2,4,7,5,0
5,26,147,1,2,3,7,5,0
5,26,147,1,2,2,7,5,0
5,27,200,1,3,14,1,6,0
5,27,113,1,2,2,1,5,0
5,27,153,1,2,3,1,5,0
5,27,153,1,2,1,1,5,0
5,27,95,1,3,14,4,6,1
5,27,95,1,3,3,4,6,1
5,27,95,1,3,4,1,6,0
5,27,95,1,3,19,1,6,0
5,27,95,1,3,3,4,6,1
5,27,95,1,3,3,4,6,1
5,27,95,0,1,3,1,6,0
5,27,92,1,1,10,1,9,0
5,27,147,1,1,10,1,5,0
5,27,158,1,2,1,160,5,0
5,27,214,1,6,14,26,5,1
5,27,92,1,9,14,59,13,0
5,28,113,1,2,4,1,5,0
5,28,153,0,3,19,1,6,0
5,28,4,1,3,7,1,6,0
5,28,182,1,2,4,3,6,0
5,28,182,1,2,4,3,5,0
5,28,182,0,1,4,3,6,1
5,28,95,1,3,4,1,6,0
5,28,205,1,3,3,1,6,0
5,28,182,1,3,4,3,6,0
5,28,41,1,6,15,183,6,0
5,28,160,1,2,4,11,5,0
5,28,160,0,3,20,11,6,0
5,28,113,1,3,17,176,6,1
5,28,4,1,6,2,1,13,0
5,28,160,1,1,2,11,5,0
5,28,209,1,6,2,8,5,0
5,28,60,1,3,14,1,6,0
5,28,214,1,2,4,1,5,0
5,28,200,1,3,14,1,6,0
5,28,60,0,7,3,1,8,0
5,28,153,1,2,1,1,5,0
5,28,153,1,2,15,1,5,0
5,28,4,1,3,4,1,6,0
5,28,4,0,3,20,2,6,0
5,28,95,1,3,4,1,6,0
5,28,95,1,3,3,4,6,1
5,28,95,1,3,14,4,6,1
5,28,95,1,3,14,1,6,0
5,28,95,1,3,3,1,6,0
5,28,95,1,3,14,4,6,1
5,28,95,1,3,14,1,6,0
5,28,95,1,3,14,1,6,0
5,28,95,1,3,14,1,6,0
5,28,95,1,3,4,1,6,0
5,28,95,1,3,4,1,6,0
5,28,95,1,3,14,1,6,0
5,28,95,1,3,4,1,6,0
5,28,95,1,3,3,4,6,1
5,28,95,1,3,1,1,6,0
5,28,95,1,3,3,1,6,0
5,28,92,1,2,3,12,9,0
5,28,160,1,1,2,1,5,0
5,28,214,1,2,4,1,6,0
5,28,60,1,2,4,28,5,0
5,28,92,1,7,1,6,8,0
5,28,92,1,7,1,6,8,0
5,28,147,1,2,14,7,5,0
5,28,147,1,2,14,7,5,0
5,28,147,1,2,14,7,5,0
5,28,147,1,2,14,43,5,0
5,28,95,1,2,3,1,5,0
5,28,95,1,3,14,1,6,0
5,28,95,1,3,14,1,6,0
5,28,95,1,3,14,1,6,0
5,28,95,1,3,14,1,6,0
5,28,95,1,3,14,1,6,0
5,28,95,1,3,14,1,6,0
5,28,95,1,3,14,1,6,0
5,28,95,1,3,14,1,6,0
5,28,95,1,3,14,1,6,0
5,28,95,1,3,14,1,6,0
5,28,95,1,2,4,4,5,1
5,28,153,1,1,3,190,5,1
5,28,205,1,1,2,1,5,0
5,29,123,1,3,7,1,6,0
5,29,113,1,3,15,1,6,0
5,29,113,1,2,14,1,5,0
5,28,4,1,3,4,2,6,1
5,29,45,1,7,19,5,8,0
5,29,45,1,6,3,5,5,0
5,29,182,1,2,4,3,6,0
2,28,182,1,6,14,3,5,1
5,29,182,1,9,4,3,13,0
5,29,182,1,3,20,1,6,0
5,29,153,0,3,15,1,6,0
5,29,153,1,3,4,1,6,0
5,29,214,1,3,4,26,6,1
5,29,4,1,3,2,2,6,1
5,29,4,1,3,3,2,6,1
5,29,153,1,2,3,1,5,0
5,29,92,1,3,14,1,6,0
5,29,160,0,3,20,11,6,0
5,29,137,1,2,4,95,5,0
5,29,228,1,2,2,13,5,0
5,22,228,1,3,22,47,6,1
5,22,228,1,3,22,47,6,1
5,29,153,1,2,14,71,5,0
5,29,153,1,3,4,1,6,0
5,29,603,1,3,1,206,6,1
5,29,200,1,9,14,4,13,0
5,29,200,1,3,3,1,6,0
5,29,200,1,6,14,4,13,0
5,29,209,1,2,14,8,5,0
5,29,4,1,3,3,2,6,1
5,29,4,1,3,20,1,6,0
5,29,4,1,3,3,1,6,0
5,29,4,1,9,3,2,13,0
5,29,4,1,3,20,2,6,0
5,29,4,1,3,20,2,6,0
5,29,4,1,3,20,2,6,0
5,29,4,1,2,3,2,5,1
5,30,95,1,3,20,1,6,0
5,29,95,1,2,3,1,5,0
5,29,153,1,6,22,1,13,0
5,29,92,0,2,3,1,5,0
5,29,160,0,3,20,45,6,0
5,29,4,1,2,3,2,5,1
5,29,147,1,2,14,43,5,0
5,28,147,1,2,14,7,5,0
5,29,95,1,2,14,1,5,0
5,29,214,1,3,4,310,6,0
5,29,93,1,2,14,28,9,1
5,29,93,1,7,14,28,12,1
5,29,92,1,1,2,12,5,0
5,29,113,1,6,2,1,13,0
5,30,182,1,6,14,3,13,0
5,30,182,1,3,1,1,6,0
5,30,182,1,3,2,3,6,0
5,30,182,1,3,2,1,6,0
5,30,214,1,6,7,62,5,0
5,30,160,1,6,2,11,5,1
5,30,153,1,2,8,1,5,0
5,30,155,0,3,20,1,6,0
5,31,205,1,3,1,24,6,1
5,30,160,1,6,2,1,5,0
5,30,153,0,3,20,1,6,0
5,31,153,1,6,2,10,5,0
5,30,92,1,2,3,12,5,0
5,31,209,1,2,4,8,5,0
5,30,45,1,3,1,5,6,0
5,30,60,1,3,3,164,6,0
5,30,95,1,3,2,1,6,0
5,30,95,1,1,2,1,6,0
5,30,95,1,3,4,1,6,0
5,30,95,1,3,1,1,6,0
5,30,95,1,3,19,4,6,0
5,30,95,1,3,4,1,6,0
5,30,95,1,3,4,1,6,0
5,29,95,1,2,17,4,5,1
5,30,95,1,2,4,1,5,0
5,29,95,1,6,17,1,5,0
5,30,95,1,2,14,1,5,0
5,29,4,1,3,14,2,6,0
5,30,147,1,1,14,7,5,0
5,30,95,1,3,3,1,6,0
5,30,95,1,2,4,1,5,0
