c1,c2,c3,c4,c5,c6,c7,c8,c9
8,21,6,1,3,14,22,6,0
8,21,6,1,3,14,22,6,0
8,21,6,0,3,18,22,6,0
8,23,6,1,2,3,1,5,0
8,23,34,1,2,19,1,5,0
8,23,94,1,2,2,1,5,0
8,24,167,1,6,3,1,5,0
8,24,74,1,3,2,1,6,0
8,24,92,1,3,4,1,6,0
8,24,160,1,2,3,27,5,0
8,24,229,1,2,15,1549,5,0
8,24,235,1,2,13,103,5,0
8,25,45,1,3,1,1,6,0
8,25,45,1,3,1,1,6,0
8,25,45,1,3,1,1,6,0
8,25,45,1,3,1,1,6,0
8,25,97,1,3,14,34,6,1
8,26,235,1,3,14,1,6,0
8,26,183,1,3,1,1128,6,1
8,26,235,0,7,2,1,8,0
8,27,202,1,2,2,1,5,0
8,27,97,1,3,14,1,6,0
8,28,229,1,2,4,1,5,0
8,29,209,1,3,22,1,6,0
8,31,6,1,3,14,1,6,0
9,1,8,1,9,14,48,13,0
9,2,6,1,2,14,1,5,0
9,3,6,1,3,1,1,6,0
9,3,202,1,2,4,1,5,0
9,3,110,1,2,17,34,5,1
9,3,110,1,2,17,21,5,0
9,5,167,1,3,14,1,6,0
9,5,167,1,6,8,1,5,1
9,6,6,1,3,19,1,6,0
9,7,160,1,6,14,27,5,0
9,8,117,1,3,3,1,6,0
9,8,153,1,1,2,1,5,0
9,8,6,1,3,14,1,6,0
9,8,217,1,7,5,92,8,0
9,8,217,1,7,5,92,8,0
9,9,209,1,9,14,8,13,0
9,9,209,1,9,14,8,13,0
9,9,8,1,9,14,48,13,0
9,10,110,1,3,17,34,6,0
9,11,186,1,3,2,9,6,1
9,11,94,0,1,14,1,5,0
9,11,6,1,3,14,1,6,0
9,11,6,1,3,14,1,6,0
9,11,168,1,3,19,1,6,0
9,11,160,1,6,14,27,5,0
9,12,209,1,2,14,1,5,0
9,13,153,1,2,14,1,5,0
9,13,6,1,2,14,1,6,0
9,13,6,1,2,14,1,6,0
9,13,6,1,2,14,1,6,0
9,13,8,1,2,14,48,5,0
9,13,45,1,2,3,5,5,0
9,14,186,1,3,4,9,6,0
9,16,167,1,2,1,1,5,0
9,17,155,1,2,14,1,5,0
9,17,45,1,3,21,14,6,0
9,17,8,1,2,7,48,5,0
9,17,45,0,1,2,1,5,0
9,18,6,1,3,14,1,6,0
9,18,60,1,2,14,1,9,0
9,19,209,1,3,3,178,6,1
9,20,6,1,2,14,1,9,0
9,20,6,1,2,14,1,9,0
9,20,6,1,2,14,1,9,0
9,20,6,1,6,14,1,9,0
9,20,4,1,3,14,1,6,0
9,21,6,1,3,4,1,6,0
9,22,14,1,7,1,1,8,0
9,22,98,1,3,3,19,6,1
9,23,167,0,1,2,1,6,0
9,24,97,1,3,19,1,6,0
9,25,92,1,3,19,1,6,0
9,25,45,1,3,14,5,6,0
9,25,92,1,3,4,1,6,0
9,27,87,1,3,2,1,6,0
9,27,6,1,3,8,1,6,0
9,28,159,1,7,14,16,6,1
9,29,155,1,3,20,21,6,1
9,29,153,1,2,22,19,5,0
9,29,59,1,3,15,1,6,0
9,29,59,1,3,2,1,6,0
9,30,155,1,3,4,1,6,0
9,30,34,1,2,14,49,9,0
9,30,167,1,3,1,1,6,0
10,1,21,0,3,7,1,6,0
10,1,109,1,3,1,1,6,0
10,2,98,1,3,14,1,6,0
10,2,213,1,3,1,82,6,0
10,2,6,1,2,3,1,5,0
10,2,28,1,7,14,1,8,0
10,2,28,1,3,14,1,6,0
10,2,167,1,6,14,1,5,0
10,3,153,1,3,2,1,6,0
10,3,217,0,3,5,1,6,0
10,3,217,0,3,5,1,6,0
10,3,167,1,1,2,1800,9,1
10,3,6,1,3,14,1,6,0
10,4,155,1,2,4,1,6,0
10,4,209,1,2,3,182,5,0
10,5,110,1,3,4,34,6,1
10,5,95,1,3,15,350,6,1
10,5,6,1,3,14,1,6,0
10,6,92,1,3,14,1,6,0
10,6,6,1,2,14,1,5,0
10,6,6,1,2,14,1,9,0
10,6,6,1,2,14,1,5,0
10,7,6,1,9,19,1,13,0
10,7,177,1,3,14,93,5,0
10,7,183,0,2,15,1,5,0
10,7,6,0,2,1,1,9,0
10,7,6,1,3,14,1,6,0
10,8,92,1,2,22,83,5,0
10,8,8,1,2,14,48,5,0
10,8,92,1,2,22,83,9,0
10,8,92,1,2,14,338,5,0
10,8,92,1,3,3,123,6,0
10,9,155,1,2,4,19,9,1
10,9,153,1,2,14,1,5,0
10,9,110,0,3,17,34,6,1
10,10,92,1,2,2,1,5,0
10,10,92,1,2,14,51,5,0
10,10,200,1,3,4,8,6,0
10,10,45,1,3,1,1,6,0
10,10,45,1,3,1,19,6,0
10,11,69,1,3,2,30,6,1
10,11,69,1,3,2,30,6,1
10,11,69,1,3,2,30,6,1
10,11,229,1,3,2,1041,6,1
10,11,229,1,3,6,1041,6,1
10,11,6,1,3,3,1,6,0
10,11,45,1,3,3,5,6,0
10,11,110,1,3,14,34,6,0
10,11,110,0,3,14,1,6,0
10,11,74,1,2,3,1,5,0
10,11,217,0,7,2,68,8,1
10,11,217,0,7,2,74,8,1
10,12,174,1,2,19,91,5,0
10,12,45,1,6,14,230,5,1
10,13,97,1,2,14,1,5,0
10,13,199,1,3,4,1,6,0
10,14,38,1,3,1,1,6,0
10,14,110,1,3,4,34,6,1
10,15,202,1,3,2,1,6,0
10,15,202,1,3,14,1,6,0
10,15,202,1,3,14,1,6,0
10,15,213,1,2,12,1,5,0
10,16,6,1,2,14,1,5,0
10,16,6,1,2,14,1,5,0
10,16,6,1,3,14,1,6,0
10,16,6,1,2,14,1,9,0
10,16,92,1,2,19,1,5,0
10,16,160,1,6,14,23,5,0
10,17,235,1,3,3,103,6,0
10,17,92,1,2,14,338,5,0
10,17,153,1,1,2,1,5,0
10,17,95,1,3,2,1,6,0
10,17,160,1,6,14,27,5,0
10,18,153,1,2,15,1,5,0
10,18,45,1,3,21,14,6,1
10,18,235,1,6,10,103,13,1
10,18,34,1,2,14,49,5,0
10,19,97,1,3,19,21,6,0
10,19,109,0,3,7,1,6,0
10,19,217,1,7,1,74,8,1
10,19,217,1,7,1,68,8,1
10,21,160,1,6,2,23,5,0
10,21,45,1,6,2,14,5,0
10,22,21,1,7,1,68,8,1
10,22,235,1,2,4,103,5,0
10,23,217,1,2,5,343,5,0
10,23,92,1,3,4,1,6,0
10,23,5,1,3,2,1,6,0
10,23,69,1,3,14,1228,6,1
10,25,45,1,2,14,189,5,0
10,25,45,1,2,14,1,5,0
10,25,45,1,2,14,1,6,0
10,25,167,1,3,2,25,6,0
10,26,97,1,2,1,1,5,0
10,26,97,1,2,14,19,5,1
10,26,167,1,3,15,25,6,0
10,27,153,1,3,15,1,6,0
10,27,110,1,3,17,1,6,0
10,27,217,0,3,2,1,6,1
10,27,217,0,3,2,1,6,1
10,27,153,1,3,3,1,6,0
10,27,153,1,3,2,1,6,0
10,28,45,1,1,2,1,5,0
10,28,78,1,7,7,1,8,0
10,28,34,1,2,14,135,5,0
10,29,155,1,3,14,21,6,0
10,29,74,1,2,3,1,5,0
10,29,69,1,3,1,1,6,1
10,29,110,1,3,4,34,6,0
10,29,209,1,2,14,8,5,0
10,30,209,1,4,6,8,5,0
10,30,6,1,9,14,1,13,0
10,30,209,1,2,1,1,5,0
10,30,186,1,3,4,9,6,0
10,30,69,1,3,2,346,6,1
10,31,603,1,2,14,1,5,0
11,0,228,1,3,1,17,6,0
11,1,45,1,2,3,5,6,0
11,1,69,1,3,2,1,6,0
11,1,14,1,2,3,1,5,0
11,2,45,1,2,4,5,5,0
11,2,160,1,3,19,1,6,0
11,2,160,1,3,19,1,6,0
11,2,202,1,3,2,1,6,0
11,2,202,1,3,3,1,6,0
11,2,202,1,3,2,1,6,0
11,3,69,0,3,2,1,6,0
11,3,8,1,2,4,48,5,0
11,5,202,1,3,19,17,6,0
11,5,209,1,3,2,178,6,1
11,5,8,1,2,14,1,5,0
11,6,209,1,7,1,1,8,0
11,6,97,1,3,14,21,6,1
11,6,235,1,2,3,103,5,0
11,6,235,1,2,3,103,5,0
11,7,8,1,9,14,48,13,0
11,7,92,1,2,3,338,5,0
11,7,8,1,7,1,48,5,0
11,8,6,1,3,19,1,6,0
11,8,6,1,3,14,1,6,0
11,8,6,1,3,1,1,6,0
11,8,235,1,3,3,103,6,0
11,8,235,1,3,14,103,6,0
11,8,8,1,2,14,48,8,0
11,8,8,1,2,1,48,13,0
11,8,177,1,2,14,93,5,0
11,9,177,1,8,14,93,9,0
11,9,177,1,8,14,584,9,0
11,9,93,1,2,3,1,5,0
11,10,235,1,3,3,103,6,0
11,10,235,1,3,1,103,6,0
11,10,209,1,2,3,1,5,0
11,11,235,1,2,4,1,5,0
11,11,235,0,2,14,1,5,0
11,11,5,1,3,2,1,6,0
11,12,183,1,2,8,1,5,0
11,12,185,1,3,1,179,6,0
11,13,209,1,3,1,1,6,0
11,13,69,1,3,2,1,6,0
11,13,235,1,9,4,1,13,0
11,14,177,1,2,14,93,9,0
11,15,213,1,2,1,82,9,0
11,16,78,1,3,2,1,6,0
11,16,603,1,3,1,301,6,1
11,16,110,1,3,4,34,6,0
11,16,75,0,8,9,580,2,0
11,17,21,1,7,12,452,8,0
11,17,53,1,2,3,1,5,0
11,17,235,1,2,14,103,5,0
11,17,209,1,3,4,8,6,0
11,18,213,1,6,14,35,13,0
11,18,38,1,1,10,31,5,0
11,19,92,1,3,15,1,6,0
11,19,153,1,3,2,1,6,0
11,19,160,1,3,19,1,6,0
11,19,160,1,3,19,1,6,0
11,19,59,1,3,7,1,6,0
11,20,235,1,3,3,103,6,0
11,20,167,1,1,2,1,5,0
11,20,177,1,6,14,93,5,0
11,20,197,1,3,2,1712,6,1
11,21,6,1,3,14,1,6,0
11,21,92,1,3,3,1,6,0
11,22,34,1,9,19,49,13,0
11,22,95,1,3,2,1,6,0
11,23,6,1,3,19,1,6,0
11,23,6,1,6,14,1,5,0
11,23,110,1,3,4,34,6,0
11,24,228,1,3,7,1,6,0
11,24,92,1,3,3,1,6,0
11,24,153,0,2,2,1,5,0
11,25,45,1,3,6,1,6,0
11,25,213,1,9,19,35,13,0
11,26,92,1,3,21,29,6,0
11,26,8,1,2,7,1,5,0
11,27,92,1,2,3,29,5,0
11,27,209,1,3,19,1,6,0
11,27,92,1,3,21,29,6,0
11,27,92,1,3,19,29,6,0
11,27,213,1,2,14,35,13,0
11,28,45,1,3,3,5,6,0
11,28,93,1,3,2,1,6,0
11,29,186,1,9,4,9,13,0
11,29,209,1,2,4,8,5,1
11,30,30,1,3,1,1,6,0
11,30,30,1,3,1,1,6,0
11,30,75,0,8,1,580,2,0
12,1,209,1,3,1,1,6,0
12,2,14,1,3,2,19,6,0
12,2,14,1,3,2,19,6,0
12,2,14,1,3,2,19,6,0
12,2,228,1,3,1,17,6,0
12,0,6,1,9,14,213,13,0
12,3,45,1,6,14,5,5,0
12,3,14,1,3,2,19,6,0
12,3,6,1,3,14,142,6,0
12,4,6,1,2,3,1,5,0
12,6,186,0,3,2,9,6,0
12,6,228,1,6,18,17,13,0
12,8,6,1,2,14,36,5,0
12,10,185,1,3,3,18,6,0
12,16,160,1,3,14,27,6,0
12,16,75,0,8,1,580,2,0
12,18,92,1,3,2,1,6,0
12,18,603,1,3,17,301,6,1
12,18,183,1,3,15,1,6,0
12,18,75,1,3,14,1,6,0
12,20,92,1,3,3,29,6,0
12,20,235,1,2,3,1,5,0
12,22,235,1,2,3,1,5,0
12,24,235,1,2,4,1,5,0
12,24,209,1,3,4,1,6,0
12,26,8,1,3,7,48,6,0
12,26,217,1,7,2,74,8,1
12,27,235,1,2,14,103,5,0
12,27,235,1,2,14,1,5,0
12,28,228,1,6,18,929,5,1
12,29,45,1,2,4,5,5,0
12,29,603,1,3,14,1,6,0
12,29,78,1,3,1,261,6,1
12,29,78,1,3,1,261,6,1
1,10,45,1,2,14,279,9,0
1,1,8,1,2,7,48,5,0
1,1,183,1,3,14,1,6,1
1,2,160,1,3,14,27,6,0
1,0,6,1,2,14,146,9,0
1,3,78,1,3,8,1508,6,1
1,3,153,0,1,2,50,6,0
1,4,153,1,2,15,65,5,0
1,4,92,1,3,3,1,6,0
1,4,155,1,2,14,1,5,0
1,5,160,1,3,4,27,6,0
1,5,235,1,3,1,1,6,0
1,5,603,1,2,14,1,5,0
1,5,94,0,1,2,1601,6,0
1,5,69,1,3,2,1,6,0
1,5,69,1,3,2,1,6,0
1,5,153,1,2,15,1,5,0
1,6,603,1,3,1,301,6,1
1,6,177,1,6,15,584,13,0
1,6,8,1,2,1,48,5,0
1,8,110,1,3,4,34,6,1
1,8,160,1,3,19,27,6,0
1,8,603,1,8,14,1,9,0
1,8,183,1,3,1,1,8,0
1,9,228,1,6,1,17,13,0
1,10,185,1,3,3,18,8,0
1,11,78,1,7,2,1008,8,1
1,11,603,1,2,14,20,9,1
1,12,87,0,2,14,1,5,0
1,12,209,1,3,2,19,6,0
1,12,160,1,3,19,27,6,0
1,12,160,1,3,19,27,6,0
1,13,160,1,3,14,1,6,0
1,14,603,1,7,3,169,5,0
1,14,167,0,1,2,1,5,0
1,15,235,1,2,14,103,5,0
1,15,205,1,3,22,1,6,0
1,17,183,1,1,2,1,5,0
1,17,228,1,6,14,1,5,0
1,19,603,1,3,14,301,6,1
1,19,8,1,2,14,48,5,0
1,20,182,1,2,19,1094,5,0
1,21,235,1,2,14,103,5,0
1,23,92,1,2,14,345,8,0
1,23,186,1,3,21,9,6,0
1,23,186,1,3,21,9,6,0
1,23,186,1,3,21,9,6,0
1,23,153,1,2,15,1,5,0
1,23,603,0,3,14,1,6,0
1,23,603,0,3,14,1,6,0
1,24,177,1,6,14,93,13,0
1,25,92,1,8,15,345,9,0
1,25,603,0,3,14,1,6,0
1,25,603,1,2,14,1,5,0
1,25,177,1,6,10,93,13,0
1,28,183,1,3,3,319,6,0
1,28,603,0,3,14,197,6,1
1,29,235,1,3,1,103,6,1
1,30,183,1,3,3,319,6,0
1,31,228,1,6,1,1,13,0
2,2,603,0,3,15,197,6,1
2,2,167,1,3,4,25,6,0
2,3,160,1,3,14,1,6,0
2,6,235,1,3,1,1,6,0
2,8,603,1,3,1,301,6,1
2,8,78,0,3,7,1848,6,1
2,8,6,1,3,14,1,5,0
2,9,235,1,6,3,103,5,0
2,9,167,1,3,2,1830,6,0
2,9,147,1,6,1,1,13,0
2,10,213,1,2,8,49,5,0
2,11,45,1,3,8,5,6,1
2,11,92,1,2,14,247,5,1
2,11,155,1,3,2,21,6,0
2,13,92,1,2,4,1,5,0
2,13,235,1,3,1,168,6,0
2,14,213,1,3,1,82,6,0
2,14,213,1,3,1,82,6,0
2,14,147,1,6,1,1,13,0
2,16,19,1,2,2,1,5,0
2,16,219,1,3,2,1,6,0
2,16,219,1,3,2,1,6,0
2,16,219,1,3,1,1,6,0
2,16,219,1,3,3,1,6,0
2,16,219,1,3,14,1,6,0
2,16,219,1,3,14,1,6,0
2,16,142,1,5,2,1,6,0
2,16,199,1,6,2,1,5,0
2,17,160,1,6,4,11,5,1
2,17,8,1,2,14,48,5,0
2,17,75,1,5,2,1,13,0
2,17,75,1,7,7,1,5,0
2,17,75,1,3,8,1,8,0
2,18,45,1,6,1,5,5,0
2,18,195,1,6,12,147,5,0
2,19,199,1,5,2,8,8,0
2,19,95,1,1,15,1,5,0
2,20,213,1,2,14,49,5,0
2,20,98,1,2,6,8,8,0
2,21,45,1,6,14,5,13,0
2,23,235,1,2,14,17,5,0
2,23,5,1,3,12,1,6,0
2,23,19,1,3,2,1,6,0
2,23,6,1,3,1,22,6,0
2,24,603,0,3,14,197,6,1
2,24,94,1,2,2,1354,5,1
2,24,229,1,2,14,49,5,0
2,24,6,1,3,19,22,6,0
2,25,45,1,6,14,5,5,1
2,26,45,1,3,1,1,6,0
2,26,75,0,8,9,580,2,0
2,28,230,1,3,7,48,6,0
2,28,230,1,3,19,48,6,0
2,28,230,1,3,9,48,6,0
2,28,230,1,3,14,48,6,0
2,28,230,1,3,14,48,6,0
2,28,213,1,6,18,49,5,0
3,1,209,1,3,2,8,8,0
3,1,603,0,3,14,1,6,0
3,1,6,1,2,14,39,9,0
3,1,6,1,2,14,39,5,0
3,1,6,1,3,14,1,6,0
3,2,209,1,2,4,8,5,0
3,2,6,1,2,4,36,5,0
3,2,6,1,2,19,36,5,0
3,2,69,1,4,6,19,6,1
3,3,92,1,2,14,1352,5,0
3,3,92,1,2,4,1,5,0
3,3,209,1,3,2,1,8,0
3,3,36,1,3,1,1,6,0
3,3,209,1,3,14,1,8,0
3,3,209,1,3,14,1,8,0
3,3,209,1,3,14,1,8,0
3,3,209,0,3,1,1,6,0
3,4,209,1,3,14,8,6,1
3,4,209,1,3,14,1,8,0
3,5,235,1,2,1,1,5,0
3,5,209,1,1,2,182,6,1
3,5,167,1,6,4,25,5,0
3,5,235,1,3,1,1,6,0
3,5,36,1,3,14,1,6,0
3,6,69,1,3,2,346,6,1
3,6,185,1,7,2,1,8,0
3,6,209,1,3,1,1,8,0
3,6,209,1,3,1,1,8,0
3,6,183,1,9,22,19,13,0
3,6,28,1,3,3,1,6,0
3,6,28,1,3,3,1,6,0
3,7,19,1,3,14,205,6,0
3,7,209,1,3,2,1,8,0
3,7,45,1,6,14,14,5,0
3,7,45,1,6,14,14,5,0
3,7,36,0,3,1,1,6,0
3,7,36,1,2,19,53,5,0
3,8,45,1,3,1,14,6,0
3,8,45,1,3,15,641,6,0
3,8,45,1,3,15,641,6,0
3,8,45,1,3,8,641,6,0
3,8,185,1,3,2,1,8,0
3,8,6,1,1,2,1,5,0
3,8,6,1,2,14,46,9,0
3,8,6,1,2,3,46,5,0
3,9,96,0,2,14,20,5,0
3,9,6,1,3,8,46,6,0
3,9,69,1,3,2,1,6,0
3,9,195,1,3,14,147,6,0
3,9,186,1,3,21,9,6,0
3,9,186,1,3,19,9,6,0
3,9,186,1,3,19,9,6,0
3,9,6,1,3,14,46,6,0
3,9,95,1,3,7,1,6,0
3,9,75,1,3,14,40,6,0
3,10,186,1,3,4,9,6,0
3,10,209,1,3,14,1,6,0
3,10,8,1,3,14,48,6,0
3,10,45,1,2,3,5,5,0
3,10,45,1,2,1,5,5,0
3,10,45,1,2,3,5,5,0
3,10,95,1,3,2,1,6,0
3,11,209,1,3,2,8,6,1
3,11,6,1,2,14,46,5,0
3,11,6,1,2,14,1,5,0
3,12,45,1,4,6,1,13,0
3,12,141,1,2,14,17,5,0
3,12,603,1,2,14,20,5,0
3,12,95,1,3,7,1,6,0
3,12,186,1,3,22,17,6,0
3,13,92,1,2,3,17,5,0
3,13,74,1,2,2,17,5,0
3,13,603,1,2,14,1,5,0
3,13,209,1,7,14,8,8,0
3,13,217,0,3,5,1,6,0
3,13,235,1,3,14,103,6,0
3,13,235,1,3,14,103,6,0
3,13,153,1,2,15,1,5,0
3,14,185,1,3,14,17,8,0
3,14,185,1,3,1,1,8,0
3,14,209,1,7,1,8,5,0
3,14,167,1,2,14,1,5,0
3,14,209,1,3,2,1,8,0
3,14,209,0,3,1,1,6,0
3,14,209,1,3,14,1,6,0
3,14,209,0,3,1,1,6,0
3,15,603,1,3,14,197,6,1
3,15,603,1,7,14,1,8,0
3,15,19,1,3,22,1,6,0
3,15,186,1,3,3,9,6,0
3,15,160,1,3,1,27,6,0
3,15,160,1,3,14,27,6,0
3,15,209,1,3,2,1,6,0
3,16,28,1,3,2,1,6,0
3,16,209,1,3,20,1,6,0
3,16,217,1,7,5,92,8,0
3,17,185,1,3,2,1,8,0
3,17,603,1,1,17,116,5,0
3,17,6,1,2,14,17,9,0
3,17,186,0,3,19,9,6,0
3,18,209,1,3,1,1,6,0
3,18,209,1,3,12,8,6,0
3,18,209,1,3,2,1,8,0
3,18,209,1,3,22,1,8,0
3,18,209,1,3,2,1,8,0
3,18,92,1,2,14,154,5,0
3,18,183,1,7,22,1,8,0
3,18,6,1,2,14,46,5,0
3,19,186,1,2,3,9,5,0
3,19,185,0,3,2,1,6,0
3,19,167,1,3,14,25,6,1
3,19,45,1,6,2,14,5,0
3,19,45,1,6,2,5,5,0
3,19,45,1,6,2,5,5,0
3,19,45,1,6,14,5,5,0
3,19,45,1,6,1,5,5,0
3,19,45,1,6,14,5,5,0
3,19,45,1,6,14,5,5,0
3,19,6,1,2,14,46,5,0
3,19,6,1,2,14,46,9,0
3,20,69,1,3,21,400,6,1
3,20,69,1,3,9,400,6,1
3,20,69,1,3,16,400,6,1
3,20,6,1,3,4,17,6,0
3,20,6,1,2,14,46,9,0
3,20,6,1,2,14,46,9,0
3,20,209,1,3,3,8,6,0
3,20,209,0,3,20,8,6,0
3,19,217,0,3,12,19,6,0
3,21,209,1,3,21,8,6,1
3,21,603,1,2,14,1,9,0
3,21,167,0,3,2,25,6,1
3,21,603,0,3,12,20,6,0
3,21,186,1,3,4,9,6,0
3,21,209,1,3,1,8,6,1
3,21,160,1,6,14,23,5,0
3,21,160,1,6,14,140,5,0
3,22,78,1,3,1,1,6,0
3,22,78,0,3,1,1,6,0
3,22,28,1,3,4,1,6,0
3,22,185,1,7,19,1,8,0
3,23,158,1,1,2,1,5,0
3,23,603,1,3,1,301,6,1
3,23,209,1,3,2,1,8,0
3,23,6,1,2,14,46,5,0
3,23,45,1,6,1,5,13,0
3,24,603,1,3,1,301,6,1
3,24,185,1,7,3,1,8,0
3,24,92,1,2,3,100,5,0
3,24,6,1,2,14,1,5,0
3,26,209,1,3,3,8,6,1
3,26,603,1,2,14,17,5,0
3,26,78,1,3,1,150,6,0
3,26,217,1,3,2,19,6,1
3,27,185,1,3,2,1,8,0
3,27,209,1,3,14,1,8,0
3,27,92,1,6,14,1,5,0
3,27,209,1,3,3,1,6,0
3,27,213,1,2,14,1,9,0
3,27,217,1,7,1,68,8,1
3,28,185,1,3,2,1,8,0
3,28,69,1,3,2,1,6,0
3,28,185,0,3,2,1,8,0
3,28,69,1,3,1,1,6,0
3,28,209,1,3,2,1,6,0
3,28,156,1,3,19,1,6,1
3,28,167,1,6,10,1,5,0
3,28,167,0,3,7,983,6,1
3,28,217,1,3,15,19,6,1
3,28,217,1,7,5,92,8,0
3,29,6,1,2,14,1,5,0
3,29,186,1,3,4,9,6,0
3,29,603,1,3,2,1,6,0
3,29,217,0,3,2,19,6,1
3,29,217,1,7,5,92,8,0
3,30,160,1,2,14,23,5,0
3,30,209,1,2,2,19,5,0
3,31,185,1,3,10,1,8,0
3,31,185,1,3,14,1,8,0
3,31,78,1,3,2,150,6,0
3,31,45,1,3,1,14,6,0
3,31,195,1,2,19,1776,5,0
3,31,219,1,4,19,1,5,0
3,31,217,1,7,5,92,8,0
4,1,110,0,3,20,1,6,0
4,1,78,0,3,2,150,6,0
4,1,153,1,1,15,1,5,0
4,1,92,1,3,4,52,5,0
4,1,92,1,3,4,58,5,0
4,1,8,1,2,14,48,6,0
4,2,230,0,1,2,1,5,0
4,2,185,1,3,1,1,8,0
4,2,186,1,9,3,9,13,0
4,2,74,1,3,2,17,6,0
4,2,167,0,1,4,1,6,0
4,2,93,1,9,2,1054,13,1
4,3,78,1,3,2,150,6,0
4,3,160,1,2,4,11,5,0
4,3,153,1,2,1,1,5,0
4,3,75,1,7,2,1,5,0
4,3,209,1,3,20,19,6,0
4,4,167,1,3,2,1453,6,1
4,4,167,1,3,2,25,6,0
4,4,167,1,3,2,983,6,0
4,4,167,1,2,3,25,5,0
4,5,183,0,1,2,1,5,0
4,5,147,1,2,1,1226,13,1
4,5,45,1,3,14,14,5,0
4,5,45,1,3,14,5,5,0
4,5,209,0,1,2,8,6,1
4,6,186,1,3,4,9,6,0
4,7,183,1,2,1,319,5,0
4,7,141,1,3,12,17,6,0
4,7,185,1,3,14,179,6,1
4,7,603,1,3,14,1,8,0
4,7,109,1,3,14,1,6,0
4,8,209,0,1,2,19,6,1
4,8,69,1,3,2,72,6,1
4,9,603,1,3,1,301,6,1
4,9,209,1,2,2,1,5,0
4,9,146,1,1,2,1,5,0
4,9,45,1,3,1,1,6,0
4,10,69,1,3,1,72,6,1
4,10,94,1,1,4,94,5,1
4,10,213,1,3,1,1,6,0
4,10,185,1,3,2,1,8,0
4,10,217,1,7,2,227,8,0
4,11,209,1,3,4,8,6,0
4,11,35,1,7,15,1,8,0
4,11,213,1,3,1,1,6,0
4,11,186,1,3,19,9,6,0
4,12,45,1,4,6,14,13,1
4,12,6,1,2,14,46,5,0
4,13,167,0,1,2,1,6,0
4,14,8,1,9,12,48,13,0
4,15,45,1,3,1,1,6,0
4,15,603,0,3,14,1,6,0
4,15,160,1,3,14,1,6,0
4,15,78,1,7,1,1,8,0
4,15,45,1,3,1,1,6,0
4,15,45,1,3,1,1,6,0
4,15,45,1,3,1,1,6,0
4,16,11,1,3,14,1109,6,1
4,16,209,1,3,2,1,6,0
4,17,603,1,3,14,680,6,1
4,17,603,1,3,14,1,6,1
4,17,603,1,3,14,1,6,1
4,17,209,1,7,10,8,5,0
4,18,209,0,3,20,1,6,0
4,18,36,0,7,1,1573,5,0
4,19,93,1,3,15,1,6,0
4,20,98,0,3,8,1406,6,1
4,20,92,1,3,14,1,6,0
4,20,44,1,3,3,1,6,0
4,20,217,1,2,8,19,5,0
4,20,45,1,6,3,5,13,0
4,21,112,1,2,7,1,5,0
4,21,87,1,2,2,1,5,0
4,21,45,1,6,3,5,6,0
4,21,153,1,2,14,1,5,0
4,23,153,1,3,8,1,6,0
4,24,167,1,3,7,1,6,0
4,24,603,1,3,14,680,6,1
4,24,603,1,3,14,650,6,1
4,24,78,1,2,7,1437,5,0
4,26,19,1,2,14,210,5,0
4,26,153,1,2,14,1,5,0
4,26,167,1,3,1,1,6,0
4,26,19,1,3,2,17,6,0
4,27,101,1,3,6,1,6,0
4,27,78,1,3,1,261,6,1
4,27,202,1,6,3,1,5,0
4,27,118,1,3,4,1,6,0
4,28,183,0,2,2,1,5,0
4,28,603,1,3,1,301,6,1
4,29,174,1,3,2,1,6,0
4,30,603,1,3,1,650,6,1
4,30,185,1,7,1,1018,9,0
5,0,217,1,7,1,1,8,0
5,1,141,1,2,3,17,5,0
5,1,110,1,3,17,1,6,0
5,1,167,1,3,15,1,6,0
5,1,217,1,7,5,92,8,0
5,2,141,1,2,3,17,5,0
5,3,110,1,3,4,34,6,1
5,3,8,1,2,14,48,5,0
5,3,167,1,2,3,1,5,0
5,3,8,1,7,21,48,5,0
5,3,6,1,3,4,39,6,0
5,3,8,1,7,6,48,5,0
5,3,110,1,2,17,1,5,0
5,3,8,1,7,21,48,5,0
5,4,78,1,3,2,1,8,0
5,4,110,1,3,4,34,6,1
5,4,78,1,3,2,1,8,0
5,4,78,1,3,2,1,8,0
5,5,93,1,6,14,1,5,0
5,5,78,1,3,1,150,6,0
5,5,78,1,3,1,150,6,0
5,5,78,1,3,1,150,6,0
5,6,6,1,3,3,1,6,0
5,6,209,1,2,4,1,5,0
5,5,92,1,1,2,58,5,0
5,7,95,1,3,17,1,6,0
5,7,603,1,3,14,17,6,0
5,7,110,1,6,14,1,13,0
5,7,78,1,3,7,1,6,0
5,7,177,1,2,14,584,5,0
5,7,213,1,3,14,17,6,0
5,8,8,1,3,3,48,6,0
5,9,6,1,3,4,1,6,0
5,9,93,1,2,14,17,5,0
5,9,183,1,3,3,1,6,0
5,9,217,1,7,1,68,8,1
5,9,217,1,7,1,74,8,0
5,10,93,1,2,14,643,5,0
5,10,93,1,2,14,588,5,0
5,10,93,1,2,14,643,5,0
5,10,93,1,2,14,588,5,0
5,10,92,1,2,3,1,5,0
5,11,92,1,2,3,29,5,0
5,11,93,1,3,4,1,6,0
5,12,209,1,2,2,1,5,0
5,12,92,1,2,4,17,5,0
5,12,95,1,6,14,1,13,0
5,13,69,1,3,2,1,6,0
5,13,75,1,8,7,19,12,0
